name,state,pop,area,cases,case_rate
Eau Claire,Wisconsin,104646,637,16,2
McCracken,Kentucky,65418,248,10,2
Johnston,North Carolina,209339,791,32,2
Fayette,Iowa,19650,730,3,2
Shawnee,Kansas,176875,544,27,2
Culpeper,Virginia,52605,379,8,2
Davison,South Dakota,19775,435,3,2
Elko,Nevada,52778,17169,8,2
Pottawatomie,Oklahoma,72592,787,11,2
Goshen,Wyoming,13211,2225,2,2
Cumberland,Kentucky,6614,305,1,2
Campbell,Wyoming,46341,4802,7,2
Stewart,Georgia,6621,458,1,2
Lac qui Parle,Minnesota,6623,765,1,2
Lafayette,Arkansas,6624,528,1,2
Mason,West Virginia,26516,430,4,2
Madison,Virginia,13261,320,2,2
Lewis,Kentucky,13275,482,2,2
Ripley,Missouri,13288,629,2,2
Missoula,Montana,119600,2593,18,2
Nye,Nevada,46523,18181,7,2
Benton,Arkansas,279141,847,42,2
Elkhart,Indiana,206341,463,31,2
Juneau,Wisconsin,26687,766,4,1
Uvalde,Texas,26741,1551,4,1
Preston,West Virginia,33432,648,5,1
Monroe,Arkansas,6701,607,1,1
Warren,Ohio,234602,401,35,1
Fall River,South Dakota,6713,1739,1,1
Smith,Tennessee,20157,314,3,1
Snyder,Pennsylvania,40372,328,6,1
Wakulla,Florida,33739,606,5,1
Riley,Kansas,74232,609,11,1
Carroll,Indiana,20257,372,3,1
Hot Spring,Arkansas,33771,615,5,1
St Joseph,Michigan,60964,500,9,1
Logan,Kentucky,27102,552,4,1
Iroquois,Illinois,27114,1117,4,1
Whitley,Indiana,33964,335,5,1
Clark,Missouri,6797,504,1,1
Osage,Missouri,13615,604,2,1
Comanche,Texas,13635,937,2,1
Allen,Ohio,102351,402,15,1
Cameron,Texas,423163,890,62,1
Liberty,Georgia,61435,489,9,1
Roane,West Virginia,13688,483,2,1
Hood,Texas,61643,420,9,1
East Carroll,Louisiana,6861,420,1,1
Mercer,Ohio,41172,462,6,1
Lincoln,Tennessee,34366,570,5,1
Transylvania,North Carolina,34385,378,5,1
Crenshaw,Alabama,13772,608,2,1
Napa,California,137744,748,20,1
Hardy,West Virginia,13776,582,2,1
Reno,Kansas,61998,1255,9,1
Sullivan,Indiana,20669,447,3,1
Craighead,Arkansas,110332,707,16,1
Huerfano,Colorado,6897,1591,1,1
Bon Homme,South Dakota,6901,563,1,1
Lamar,Alabama,13805,604,2,1
Tallahatchie,Mississippi,13809,645,2,1
Waller,Texas,55246,513,8,1
Penobscot,Maine,152148,3397,22,1
Walworth,Wisconsin,103868,555,15,1
Grand Forks,North Dakota,69451,1436,10,1
Winn,Louisiana,13904,950,2,1
Burke,North Carolina,90485,507,13,1
Ramsey,Minnesota,550321,152,79,1
Pendleton,West Virginia,6969,696,1,1
Nemaha,Nebraska,6972,407,1,1
Screven,Georgia,13966,645,2,1
Douglas,Nevada,48905,709,7,1
Isabella,Michigan,69872,572,10,1
Henry,Illinois,48913,822,7,1
Leon,Florida,293582,666,42,1
Tippecanoe,Indiana,195732,499,28,1
Shelby,Kentucky,49024,379,7,1
Hendry,Florida,42022,1152,6,1
Madison,Nebraska,35099,572,5,1
Watauga,North Carolina,56177,312,8,1
King and Queen,Virginia,7025,315,1,1
Okanogan,Washington,42243,5267,6,1
Buchanan,Iowa,21175,571,3,1
Greenwood,South Carolina,70811,454,10,1
Washington,Utah,177556,2426,25,1
Jasper,Georgia,14219,368,2,1
Aiken,South Carolina,170872,1071,24,1
Fauquier,Virginia,71222,647,10,1
Adair,Iowa,7152,569,1,1
Delta,Michigan,35784,1171,5,1
Winnebago,Wisconsin,171907,434,24,1
Columbia,Florida,71686,797,10,1
McIntosh,Georgia,14378,424,2,1
Caddo,Oklahoma,28762,1278,4,1
Union,Kentucky,14381,342,2,1
Grant,Oregon,7199,4528,1,1
Sarpy,Nebraska,187196,238,26,1
Wallowa,Oregon,7208,3146,1,1
Orange,Vermont,28892,687,4,1
Kosciusko,Indiana,79456,531,11,1
Tillman,Oklahoma,7250,871,1,1
Catawba,North Carolina,159551,398,22,1
Llano,Texas,21795,934,3,1
Nicholas,Kentucky,7269,195,1,1
Renville,Minnesota,14548,982,2,1
Franklin,Kentucky,50991,207,7,1
Josephine,Oregon,87487,1639,12,1
Craven,North Carolina,102139,708,14,1
Huntington,Indiana,36520,382,5,1
Clarke,Virginia,14619,176,2,1
Mercer,Kentucky,21933,248,3,1
Knox,Indiana,36594,516,5,1
Trinity,Texas,14651,693,2,1
Hill,Texas,36649,958,5,1
Choctaw,Oklahoma,14672,770,2,1
Polk,Texas,51353,1057,7,1
Gasconade,Missouri,14706,517,2,1
Scott,Tennessee,22068,532,3,1
Mahaska,Iowa,22095,570,3,1
Warren,Kentucky,132896,541,18,1
Cascade,Montana,81366,2698,11,1
Swisher,Texas,7397,890,1,1
Vilas,Wisconsin,22195,856,3,1
Dare,North Carolina,37009,383,5,1
Orange,Virginia,37051,340,5,1
Powhatan,Virginia,29652,260,4,1
Bullitt,Kentucky,81676,297,11,1
Alleghany,Virginia,14860,445,2,1
Comal,Texas,156209,559,21,1
Platte,Missouri,104418,420,14,1
Pleasants,West Virginia,7460,130,1,1
Pickens,South Carolina,126884,496,17,1
Nelson,Virginia,14930,470,2,1
Worcester,Maryland,52276,468,7,1
Gallia,Ohio,29898,466,4,1
Coffee,Alabama,52342,678,7,1
Martin,North Carolina,22440,461,3,1
Mitchell,North Carolina,14964,221,2,1
Ottawa,Michigan,291830,563,39,1
Cass,Texas,30026,936,4,1
Austin,Texas,30032,646,4,1
McKenzie,North Dakota,15024,2760,2,1
Sequatchie,Tennessee,15026,265,2,1
Williams,North Dakota,37589,2077,5,1
Rockbridge,Virginia,22573,597,3,1
Bledsoe,Tennessee,15064,406,2,1
Wetzel,West Virginia,15065,358,2,1
Henderson,Kentucky,45210,436,6,1
Franklin,Maine,30199,1696,4,1
Ector,Texas,166223,897,22,1
Sevier,Tennessee,98250,592,13,1
Houston,Alabama,105882,579,14,1
Jones,Mississippi,68098,694,9,1
Spotsylvania,Virginia,136215,401,18,1
Anderson,Kentucky,22747,201,3,1
Walla Walla,Washington,60760,1270,8,1
Bay,Florida,174705,758,23,1
Doniphan,Kansas,7600,393,1,1
Prince Edward,Virginia,22802,349,3,1
Auglaize,Ohio,45656,401,6,1
Lake,Montana,30458,1490,4,1
Clay,Tennessee,7615,236,1,1
Monterey,California,434061,3280,57,1
Ferry,Washington,7627,2203,1,1
Major,Oklahoma,7629,954,1,1
Marshall,West Virginia,30531,305,4,1
Goliad,Texas,7658,852,1,1
Dakota,Minnesota,429021,562,56,1
Ray,Missouri,23018,568,3,1
Jefferson,Georgia,15362,526,2,1
Baldwin,Alabama,223234,1589,29,1
Anderson,Tennessee,76978,337,10,1
Rogers,Oklahoma,92459,675,12,1
Montgomery,Ohio,531687,461,69,1
Nueces,Texas,362294,838,47,1
Mesa,Colorado,154210,3328,20,1
Clark,Illinois,15441,501,2,1
Huron,Michigan,30981,835,4,1
Gregg,Texas,123945,273,16,1
Vermillion,Indiana,15498,256,2,1
Newton,Arkansas,7753,820,1,1
Grand Traverse,Michigan,93088,464,12,1
Monroe,Tennessee,46545,635,6,1
Grainger,Tennessee,23320,280,3,1
Champaign,Ohio,38885,428,5,1
Rio Arriba,New Mexico,38921,5860,5,1
Sangamon,Illinois,194672,868,25,1
Marquette,Wisconsin,15574,455,2,1
Delta,Colorado,31162,1142,4,1
Hood River,Oregon,23382,521,3,1
Itawamba,Mississippi,23390,532,3,1
Campbell,Kentucky,93584,151,12,1
Calloway,Kentucky,39001,385,5,1
Karnes,Texas,15601,747,2,1
Clay,Missouri,249948,397,32,1
Limestone,Texas,23437,905,3,1
Mercer,Pennsylvania,109424,672,14,1
Winnebago,Illinois,282572,513,36,1
Wheeler,Georgia,7855,295,1,1
Winston,Alabama,23629,612,3,1
Kane,Utah,7886,3990,1,1
Iowa,Wisconsin,23678,762,3,1
Campbell,Tennessee,39842,480,5,1
Cumberland,North Carolina,335509,652,42,1
Lenoir,North Carolina,55949,400,7,1
Logan,Oklahoma,48011,743,6,1
Clay,Kansas,8002,645,1,1
Clay,Iowa,16016,567,2,1
Pope,Arkansas,64072,812,8,1
Cache,Utah,128289,1164,16,1
White,Indiana,24102,505,3,1
Atchison,Kansas,16073,431,2,1
Midland,Texas,176832,900,22,1
Prairie,Arkansas,8062,647,1,1
Henry,Kentucky,16126,286,2,1
Susquehanna,Pennsylvania,40328,823,5,1
Moniteau,Missouri,16132,415,2,1
Henry,Tennessee,32345,562,4,1
Ottawa,Ohio,40525,254,5,1
El Paso,Texas,839238,1012,103,1
Anson,North Carolina,24446,531,3,1
Curry,New Mexico,48954,1404,6,1
Rock,Wisconsin,163354,718,20,1
Fountain,Indiana,16346,395,2,1
Jackson,Oregon,220944,2783,27,1
Grady,Georgia,24633,454,3,1
Barbour,West Virginia,16441,341,2,1
Lawrence,Alabama,32924,690,4,1
Nevada,Arkansas,8252,617,1,1
Chattooga,Georgia,24789,313,3,1
Bracken,Kentucky,8303,205,1,1
Williamson,Texas,590551,1118,71,1
Idaho,Idaho,16667,8477,2,1
Brown,Minnesota,25008,611,3,1
Wayne,Tennessee,16673,734,2,1
Caroline,Maryland,33406,319,4,1
Brevard,Florida,601942,1015,72,1
Butler,Kansas,66911,1429,8,1
Platte,Nebraska,33470,674,4,1
Johnson,Texas,175817,724,21,1
Plymouth,Iowa,25177,862,3,1
Moore,North Carolina,100880,697,12,1
Wexford,Michigan,33631,565,4,1
Gibson,Indiana,33659,487,4,1
Hancock,Ohio,75783,531,9,1
Fulton,Ohio,42126,405,5,1
Buncombe,North Carolina,261191,656,31,1
Union,Ohio,58988,431,7,1
Tattnall,Georgia,25286,479,3,1
Madison,Kentucky,92987,437,11,1
Cheshire,New Hampshire,76085,706,9,1
Cattaraugus,New York,76117,1308,9,1
Parke,Indiana,16937,444,2,1
Gladwin,Michigan,25449,501,3,1
Lyon,Minnesota,25474,714,3,1
Lawrence,Ohio,59463,453,7,1
Wilson,Texas,51070,803,6,1
Mason,Kentucky,17070,240,2,1
Robertson,Texas,17074,855,2,1
McNairy,Tennessee,25694,562,3,1
Nicollet,Minnesota,34274,448,4,1
Rabun,Georgia,17137,369,2,1
Perry,Kentucky,25758,339,3,1
Barton,Kansas,25779,895,3,1
Marshall,Tennessee,34375,375,4,1
Henry,Alabama,17205,561,2,1
Lee,Texas,17239,629,2,1
Richland,Wisconsin,17252,586,2,1
Sullivan,New Hampshire,43146,537,5,1
Cass,Michigan,51787,490,6,1
Steuben,Indiana,34594,308,4,1
Haywood,Tennessee,17304,533,2,1
Richland,Ohio,121154,495,14,1
Angelina,Texas,86715,797,10,1
Jefferson,Texas,251565,876,29,1
Leon,Texas,17404,1073,2,1
Marion,Florida,365579,1584,42,1
Marlboro,South Carolina,26118,479,3,1
Kiowa,Oklahoma,8708,1015,1,1
Hancock,Kentucky,8722,187,1,1
Montezuma,Colorado,26183,2029,3,1
Hart,Georgia,26205,232,3,1
Yuba,California,78668,631,9,1
Clay,Indiana,26225,357,3,1
El Dorado,California,192843,1707,22,1
Cherokee,Texas,52646,1052,6,1
Cloud,Kansas,8786,715,1,1
Sullivan,Tennessee,158348,413,18,1
Crittenden,Kentucky,8806,359,1,1
Oceana,Michigan,26467,512,3,1
Ashtabula,Ohio,97241,701,11,1
Cuming,Nebraska,8846,570,1,1
Cooper,Missouri,17709,564,2,1
Lee,Arkansas,8857,602,1,1
Bastrop,Texas,88723,888,10,1
Johnson,Tennessee,17788,298,2,1
Union,Oregon,26835,2036,3,1
Stanly,North Carolina,62806,395,7,1
Hanover,Virginia,107766,468,12,1
Union,Pennsylvania,44923,315,5,1
Claiborne,Mississippi,8988,487,1,1
Westmoreland,Virginia,18015,229,2,1
Tillamook,Oregon,27036,1102,3,1
Caldwell,Missouri,9020,426,1,1
Dunn,Wisconsin,45368,850,5,1
Jefferson,Tennessee,54495,274,6,1
Camden,Georgia,54666,613,6,1
Stokes,North Carolina,45591,448,5,1
Walker,Texas,72971,784,8,1
Stevens,Washington,45723,2477,5,1
Pike,Missouri,18302,670,2,1
Howard,Iowa,9158,473,1,1
Hawaii,Hawaii,201513,4028,22,1
Pratt,Kansas,9164,735,1,1
Effingham,Georgia,64296,477,7,1
McLean,Kentucky,9207,252,1,1
Burleson,Texas,18443,659,2,1
Columbus,North Carolina,55508,937,6,1
Perry,Pennsylvania,46272,551,5,1
Covington,Alabama,37049,1030,4,1
Grady,Oklahoma,55834,1100,6,1
Crawford,Illinois,18667,443,2,1
Indiana,Pennsylvania,84073,827,9,1
Plumas,California,18807,2553,2,1
Cass,Indiana,37689,412,4,1
Beltrami,Minnesota,47188,2504,5,1
Beaverhead,Montana,9453,5541,1,1
McCormick,South Carolina,9463,359,1,1
Brown,Texas,37864,944,4,1
Stanislaus,California,550660,1494,58,1
Greenlee,Arizona,9498,1843,1,1
Jefferson,Kansas,19043,532,2,1
Rockwall,Texas,104915,127,11,1
Randolph,West Virginia,28695,1039,3,1
Washington,Arkansas,239187,941,25,1
Lincoln,North Carolina,86111,297,9,1
White Pine,Nevada,9580,8875,1,1
Clarion,Pennsylvania,38438,600,4,1
Grimes,Texas,28880,787,3,1
Morgan,Georgia,19276,347,2,1
Johnson,Georgia,9643,303,1,1
Clallam,Washington,77331,1738,8,1
Garrett,Maryland,29014,647,3,1
Spencer,Kentucky,19351,186,2,1
Crawford,Kansas,38818,589,4,1
Newton,Missouri,58236,624,6,1
Yellow Medicine,Minnesota,9709,759,1,1
Huron,Ohio,58266,491,6,1
Albany,Wyoming,38880,4273,4,1
Grand,Utah,9754,3671,1,1
Val Verde,Texas,49025,3144,5,1
Giles,Tennessee,29464,610,3,1
Sublette,Wyoming,9831,4886,1,1
Jackson,Minnesota,9846,702,1,1
Person,North Carolina,39490,392,4,1
Outagamie,Wisconsin,187885,637,19,1
LaGrange,Indiana,39614,379,4,1
Greene,Virginia,19819,156,2,1
Anoka,Minnesota,356921,423,36,1
Montgomery,Iowa,9917,424,1,1
Oconee,South Carolina,79546,626,8,1
Jefferson,Idaho,29871,1093,3,1
Lamar,Texas,49859,907,5,1
Madison,Idaho,39907,469,4,1
Washington,Ohio,59911,631,6,1
Fulton,Indiana,19974,368,2,1
Fresno,California,999101,5957,100,1
Emery,Utah,10012,4462,1,1
Navarro,Texas,50113,1009,5,1
Warren,Virginia,40164,213,4,1
Clatsop,Oregon,40224,829,4,1
Lavaca,Texas,20154,969,2,1
Wayne,Mississippi,20183,810,2,1
Northumberland,Pennsylvania,90843,458,9,1
Hidalgo,Texas,868707,1570,86,1
Uinta,Wyoming,20226,2081,2,1
Todd,South Dakota,10177,1388,1,1
Gratiot,Michigan,40711,568,4,1
Washington,Idaho,10194,1452,1,1
Clinton,Kentucky,10218,197,1,1
Jay,Indiana,20436,383,2,1
Preble,Ohio,40882,424,4,1
Martin,Indiana,10255,335,1,1
Wayne,North Carolina,123131,553,12,1
White,Georgia,30798,240,3,1
Scott,Arkansas,10281,892,1,1
Edgecombe,North Carolina,51472,505,5,1
Ralls,Missouri,10309,469,1,1
Clermont,Ohio,206428,452,20,1
Jackson,Wisconsin,20643,987,2,1
Knox,Ohio,62322,525,6,1
Sequoyah,Oklahoma,41569,673,4,1
Lanier,Georgia,10423,185,1,1
Barnwell,South Carolina,20866,548,2,1
Perry,Arkansas,10455,551,1,1
Hutchinson,Texas,20938,887,2,1
Clay,Texas,10471,1088,1,1
Ogemaw,Michigan,20997,563,2,1
Carver,Minnesota,105089,354,10,1
La Paz,Arizona,21108,4499,2,1
Sweetwater,Wyoming,42343,10426,4,1
Alamance,North Carolina,169509,423,16,1
Lancaster,Virginia,10603,133,1,1
Walsh,North Dakota,10641,1281,1,1
Allen,Kentucky,21315,344,2,1
Fayette,Illinois,21336,716,2,1
Roane,Tennessee,53382,360,5,1
Dubois,Indiana,42736,427,4,1
Guthrie,Iowa,10689,590,1,1
Vigo,Indiana,107038,403,10,1
Colfax,Nebraska,10709,411,1,1
Pike,Arkansas,10718,600,1,1
Carbon,Montana,10725,2048,1,1
Franklin,Texas,10725,284,1,1
Colorado,Texas,21493,960,2,1
Gage,Nebraska,21513,851,2,1
Cumberland,Illinois,10766,346,1,1
Colusa,California,21547,1150,2,1
Ionia,Michigan,64697,571,6,1
Highland,Ohio,43161,553,4,1
Augusta,Virginia,75558,967,7,1
Clinton,Indiana,32399,405,3,1
Candler,Georgia,10803,243,1,1
Sherburne,Minnesota,97238,432,9,1
Tyler,Texas,21672,924,2,1
Saline,Kansas,54224,720,5,1
Mecosta,Michigan,43453,555,4,1
Bureau,Illinois,32628,869,3,1
Buchanan,Missouri,87364,408,8,1
Lincoln,Washington,10939,2310,1,1
Cayuga,New York,76576,691,7,1
Madison,Louisiana,10951,624,1,1
Wayne,Indiana,65884,401,6,1
Roosevelt,Montana,11004,2354,1,1
Brown,Wisconsin,264542,529,24,1
Jasper,Missouri,121328,638,11,1
Louisa,Iowa,11035,401,1,1
Seneca,Ohio,55178,551,5,1
Colbert,Alabama,55241,592,5,1
Putnam,Georgia,22119,344,2,1
Overton,Tennessee,22241,433,2,1
Oldham,Kentucky,66799,187,6,1
Taney,Missouri,55928,632,5,1
Martin,Kentucky,11195,229,1,1
Macoupin,Illinois,44926,862,4,1
Laurens,South Carolina,67493,713,6,1
Catoosa,Georgia,67580,162,6,1
Huntingdon,Pennsylvania,45144,874,4,1
Putnam,West Virginia,56450,345,5,1
Clearfield,Pennsylvania,79255,1144,7,1
Lycoming,Pennsylvania,113299,1228,10,1
Grayson,Texas,136212,932,12,1
Saline,Missouri,22761,755,2,1
Gadsden,Florida,45660,516,4,1
Sumner,Kansas,22836,1181,2,1
McDonald,Missouri,22837,539,2,1
Marshall,Illinois,11438,386,1,1
Calaveras,California,45905,1020,4,1
Starke,Indiana,22995,309,2,1
Mifflin,Pennsylvania,46138,411,4,1
Greenbrier,West Virginia,34662,1019,3,1
Nelson,Kentucky,46233,417,4,1
Gates,North Carolina,11562,340,1,1
Marshall,Indiana,46258,443,4,1
Jackson,Florida,46414,917,4,1
Santa Cruz,Arizona,46498,1236,4,1
Pottawattamie,Iowa,93206,950,8,1
Brookings,South Dakota,35077,792,3,1
Sandusky,Ohio,58518,408,5,1
Lee,Virginia,23423,435,2,1
Duplin,North Carolina,58741,816,5,1
Morrow,Ohio,35328,406,3,1
Allegan,Michigan,118081,825,10,1
Jasper,Texas,35529,938,3,1
Oneida,Wisconsin,35595,1112,3,1
Scotts Bluff,Nebraska,35618,739,3,1
Charlotte,Virginia,11880,475,1,1
Orange,Texas,83396,333,7,1
Wood,West Virginia,83518,366,7,1
Page,Virginia,23902,310,2,1
Crawford,Missouri,23920,742,2,1
Bedford,Pennsylvania,47888,1012,4,1
Roscommon,Michigan,24019,519,2,1
Towns,Georgia,12037,166,1,1
Burnet,Texas,48155,994,4,1
Perry,Ohio,36134,407,3,1
Skamania,Washington,12083,1655,1,1
Franklin,Florida,12125,534,1,1
Seminole,Oklahoma,24258,632,2,1
Bollinger,Missouri,12133,617,1,1
Boone,Kentucky,133581,246,11,1
Pottawatomie,Kansas,24383,841,2,1
Menard,Illinois,12196,314,1,1
Garfield,Oklahoma,61056,1058,5,1
Koochiching,Minnesota,12229,3104,1,1
Grundy,Iowa,12232,501,1,1
Barry,Michigan,61550,553,5,1
Hunt,Texas,98594,840,8,1
Hardin,Kentucky,110958,623,9,1
Douglas,Oregon,110980,5036,9,1
Barbour,Alabama,24686,884,2,1
Powell,Kentucky,12359,178,1,1
Hopkins,Texas,37084,767,3,1
Onslow,North Carolina,197938,762,16,1
Erie,Ohio,74266,251,6,1
Morris,Texas,12388,251,1,1
Marion,Illinois,37205,572,3,1
Milam,Texas,24823,1016,2,1
Scott,Minnesota,149013,356,12,1
Appanoose,Iowa,12426,497,1,1
Lincoln,Oregon,49962,979,4,1
Bath,Kentucky,12500,278,1,1
Bremer,Iowa,25062,435,2,1
Grant,Kentucky,25069,257,2,1
DeKalb,Missouri,12547,421,1,1
Wright,Iowa,12562,580,1,1
Iosco,Michigan,25127,549,2,1
Independence,Arkansas,37825,763,3,1
Breathitt,Kentucky,12630,492,1,1
Ogle,Illinois,50643,758,4,1
Chautauqua,New York,126903,1060,10,1
Lake,South Dakota,12797,563,1,1
Lauderdale,Tennessee,25633,471,2,1
Hardin,Tennessee,25652,577,2,1
Bleckley,Georgia,12873,215,1,1
Butler,Kentucky,12879,426,1,1
Taylor,Kentucky,25769,266,2,1
Woodbury,Iowa,103107,872,8,1
Lamb,Texas,12893,1016,1,1
Starr,Texas,64633,1223,5,1
Graham,Arizona,38837,4622,3,1
Wicomico,Maryland,103609,374,8,1
St Croix,Wisconsin,90687,722,7,1
Ford,Illinois,12961,485,1,1
Crow Wing,Minnesota,65055,999,5,1
Camp,Texas,13094,195,1,1
Fremont,Idaho,13099,1863,1,1
Boone,Iowa,26234,571,2,1
Black Hawk,Iowa,131228,565,10,1
Cass,Nebraska,26248,557,2,1
Lewis,New York,26296,1274,2,1
Jackson,Kansas,13171,656,1,1
Tazewell,Illinois,131803,648,10,1
Webster,Missouri,39592,592,3,1
Howard,Arkansas,13202,588,1,1
Grayson,Kentucky,26427,496,2,1
Waldo,Maine,39715,729,3,1
Amador,California,39752,594,3,1
Harrison,Texas,66553,899,5,1
Mason,Illinois,13359,539,1,1
Charlton,Georgia,13392,773,1,1
Mineral,West Virginia,26868,327,2,1
Perquimans,North Carolina,13463,247,1,1
Gillespie,Texas,26988,1058,2,1
Tioga,Pennsylvania,40591,1133,3,1
Isanti,Minnesota,40596,435,3,1
Newton,Texas,13595,933,1,1
Kaufman,Texas,136154,780,10,1
Gulf,Florida,13639,564,1,1
White,Tennessee,27345,376,2,1
York,Nebraska,13679,572,1,1
Stewart,Tennessee,13715,459,1,1
Pend Oreille,Washington,13724,1399,1,1
Glacier,Montana,13753,2995,1,1
Atoka,Oklahoma,13758,975,1,1
Massac,Illinois,13772,237,1,1
Door,Wisconsin,27668,481,2,1
Currituck,North Carolina,27763,261,2,1
Washington,Illinois,13887,562,1,1
Del Norte,California,27812,1006,2,1
Upshur,Texas,41753,582,3,1
Chowan,North Carolina,13943,172,1,1
Newton,Indiana,13984,401,1,1
Archuleta,Colorado,14029,1350,1,1
Crawford,Michigan,14029,556,1,1
Okeechobee,Florida,42168,768,3,1
Coffee,Tennessee,56520,428,4,1
Van Wert,Ohio,28275,409,2,1
Chisago,Minnesota,56579,414,4,1
Van Zandt,Texas,56590,842,4,1
Wells,Indiana,28296,368,2,1
Rusk,Wisconsin,14178,913,1,1
Erie,Pennsylvania,269728,799,19,1
Glenn,California,28393,1313,2,1
Montgomery,Illinois,28414,703,2,1
Jefferson,Florida,14246,598,1,1
Fayette,Ohio,28525,406,2,1
Swain,North Carolina,14271,528,1,1
Meade,Kentucky,28572,305,2,1
Wythe,Virginia,28684,461,2,1
Butler,Iowa,14439,580,1,1
Brown,Ohio,43432,490,3,1
Russell,Alabama,57961,641,4,1
DeKalb,Indiana,43475,362,3,1
Moultrie,Illinois,14501,335,1,1
Las Animas,Colorado,14506,4772,1,1
Siskiyou,California,43539,6277,3,1
Pittsburg,Oklahoma,43654,1305,3,1
Caldwell,Texas,43664,545,3,1
Pendleton,Kentucky,14590,277,1,1
Eddy,New Mexico,58460,4175,4,1
Maverick,Texas,58722,1279,4,1
Lawrence,Tennessee,44142,617,3,1
Kossuth,Iowa,14813,972,1,1
Stephenson,Illinois,44498,564,3,1
Sibley,Minnesota,14865,588,1,1
Shasta,California,180080,3775,12,1
Obion,Tennessee,30069,544,2,1
Smyth,Virginia,30104,450,2,1
Marathon,Wisconsin,135692,1544,9,1
Mills,Iowa,15109,437,1,1
Missaukee,Michigan,15118,564,1,1
Warren,Mississippi,45381,588,3,1
Vermilion,Illinois,75758,898,5,1
Gooding,Idaho,15179,728,1,1
Logan,Ohio,45672,458,3,1
Livingston,Missouri,15227,532,1,1
Nottoway,Virginia,15232,314,1,1
Oglethorpe,Georgia,15259,439,1,1
Yuma,Arizona,213787,5513,14,1
Malheur,Oregon,30571,9887,2,1
St Louis,Minnesota,199070,6247,13,1
Lawrence,Kentucky,15317,415,1,1
Marion,South Carolina,30657,489,2,1
Valencia,New Mexico,76688,1066,5,1
Kleberg,Texas,30680,881,2,1
Greene,Ohio,168937,413,11,1
Monroe,Wisconsin,46253,900,3,1
Mercer,Illinois,15437,561,1,1
LaSalle,Illinois,108669,1135,7,1
Marshall,Kentucky,31100,301,2,1
Pike,Illinois,15561,831,1,1
Ashland,Wisconsin,15562,1045,1,1
Umatilla,Oregon,77950,3215,5,1
De Witt,Illinois,15638,397,1,1
Jackson,Louisiana,15744,569,1,1
Bulloch,Georgia,79608,672,5,1
Reeves,Texas,15976,2635,1,1
Stone,Missouri,31952,464,2,1
Sebastian,Arkansas,127827,531,8,1
Claiborne,Tennessee,31959,434,2,1
Bryan,Oklahoma,47995,904,3,1
Neosho,Kansas,16007,571,1,1
Otoe,Nebraska,16012,615,1,1
Dade,Georgia,16116,173,1,1
Crawford,Wisconsin,16131,570,1,1
Brunswick,Virginia,16231,566,1,1
Hamblen,Tennessee,64934,161,4,1
Peoria,Illinois,179179,619,11,1
Fayette,Alabama,16302,627,1,1
Madison,Iowa,16338,561,1,1
Piatt,Illinois,16344,439,1,1
Lawrence,Arkansas,16406,587,1,1
Montgomery,Virginia,98535,387,6,1
Caldwell,North Carolina,82178,471,5,1
Hill,Montana,16484,2898,1,1
San Patricio,Texas,66730,693,4,1
Rockcastle,Kentucky,16695,316,1,1
Calumet,Wisconsin,50089,318,3,1
Rice,Minnesota,66972,495,4,1
Dixie,Florida,16826,705,1,1
Somerset,Maine,50484,3924,3,1
Hardin,Iowa,16846,569,1,1
Henry,Virginia,50557,382,3,1
Venango,Pennsylvania,50668,674,3,1
Crawford,Pennsylvania,84629,1012,5,1
Sevier,Arkansas,17007,565,1,1
Lee,Illinois,34096,724,2,1
New Madrid,Missouri,17076,674,1,1
Wilkes,North Carolina,68412,754,4,1
Miami,Kansas,34237,575,2,1
King William,Virginia,17148,273,1,1
Medina,Texas,51584,1325,3,1
Harvey,Kansas,34429,539,2,1
McCreary,Kentucky,17231,426,1,1
Dickinson,Iowa,17258,380,1,1
Cook,Georgia,17270,227,1,1
Falls,Texas,17297,765,1,1
Wright,Minnesota,138377,661,8,1
Merced,California,277680,1934,16,1
Scotland,North Carolina,34823,318,2,1
Sharp,Arkansas,17442,604,1,1
Arkansas,Arkansas,17486,988,1,1
Bannock,Idaho,87808,1111,5,1
Liberty,Texas,88219,1158,5,1
Mohave,Arizona,212181,13311,12,1
Lancaster,Nebraska,319090,837,18,1
Fannin,Texas,35514,890,2,1
Ashland,Ohio,53484,422,3,1
Houghton,Michigan,35684,1009,2,1
Unicoi,Tennessee,17883,186,1,1
Morgan,West Virginia,17884,229,1,1
Adams,Indiana,35777,339,2,1
Washington,Virginia,53740,560,3,1
Russell,Kentucky,17923,253,1,1
McMinn,Tennessee,53794,430,3,1
Randolph,Arkansas,17958,652,1,1
Cochise,Arizona,125922,6165,7,1
Gila,Arizona,54018,4757,3,1
Lane,Oregon,382067,4553,21,1
Rockingham,North Carolina,91010,565,5,1
Drew,Arkansas,18219,828,1,1
Escambia,Alabama,36633,945,2,1
Raleigh,West Virginia,73361,605,4,1
Cabell,West Virginia,91945,281,5,1
Roosevelt,New Mexico,18500,2447,1,1
Fentress,Tennessee,18523,498,1,1
Graves,Kentucky,37266,551,2,1
Andrews,Texas,18705,1500,1,1
Alexander,North Carolina,37497,259,2,1
Carter,Tennessee,56391,341,3,1
Pennington,South Dakota,113775,2776,6,1
Coryell,Texas,75951,1052,4,1
Clark,Ohio,134083,397,7,1
Ross,Ohio,76666,689,4,1
Lyon,Nevada,57510,2001,3,1
