2020-04-04,"Dorchester","South Carolina",45
2020-04-04,"Dougherty","Georgia",636
2020-04-04,"Douglas","Colorado",194
2020-04-04,"Douglas","Georgia",80
2020-04-04,"Douglas","Illinois",9
2020-04-04,"Douglas","Kansas",32
2020-04-04,"Douglas","Minnesota",1
2020-04-04,"Douglas","Nebraska",131
2020-04-04,"Douglas","Nevada",7
2020-04-04,"Douglas","Oregon",9
2020-04-04,"Douglas","Washington",9
2020-04-04,"Douglas","Wisconsin",7
2020-04-04,"Drew","Arkansas",1
2020-04-04,"DuPage","Illinois",590
2020-04-04,"Dubois","Indiana",4
2020-04-04,"Dubuque","Iowa",24
2020-04-04,"Duchesne","Utah",1
2020-04-04,"Dukes and Nantucket","Massachusetts",16
2020-04-04,"Dunklin","Missouri",7
2020-04-04,"Dunn","North Dakota",1
2020-04-04,"Dunn","Wisconsin",5
2020-04-04,"Duplin","North Carolina",5
2020-04-04,"Durham","North Carolina",182
2020-04-04,"Dutchess","New York",938
2020-04-04,"Duval","Florida",387
2020-04-04,"Dyer","Tennessee",7
2020-04-04,"Eagle","Colorado",333
2020-04-04,"Early","Georgia",62
2020-04-04,"East Baton Rouge","Louisiana",621
2020-04-04,"East Carroll","Louisiana",1
2020-04-04,"East Feliciana","Louisiana",22
2020-04-04,"Eastland","Texas",3
2020-04-04,"Eaton","Michigan",53
2020-04-04,"Eau Claire","Wisconsin",16
2020-04-04,"Ector","Texas",22
2020-04-04,"Eddy","New Mexico",4
2020-04-04,"Eddy","North Dakota",1
2020-04-04,"Edgecombe","North Carolina",5
2020-04-04,"Edgefield","South Carolina",5
2020-04-04,"Edmonson","Kentucky",5
2020-04-04,"Effingham","Georgia",7
2020-04-04,"Effingham","Illinois",1
2020-04-04,"El Dorado","California",22
2020-04-04,"El Paso","Colorado",374
2020-04-04,"El Paso","Texas",103
2020-04-04,"Elbert","Colorado",6
2020-04-04,"Elbert","Georgia",1
2020-04-04,"Elkhart","Indiana",31
2020-04-04,"Elko","Nevada",8
2020-04-04,"Ellis","Texas",29
2020-04-04,"Elmore","Alabama",19
2020-04-04,"Elmore","Idaho",10
2020-04-04,"Emanuel","Georgia",1
2020-04-04,"Emery","Utah",1
2020-04-04,"Emmet","Michigan",7
2020-04-04,"Emporia","Virginia",2
2020-04-04,"Erath","Texas",9
2020-04-04,"Erie","New York",808
2020-04-04,"Erie","Ohio",6
2020-04-04,"Erie","Pennsylvania",19
2020-04-04,"Escambia","Alabama",2
2020-04-04,"Escambia","Florida",118
2020-04-04,"Essex","Massachusetts",1400
